Id,Name,Department,Course Code,Year Level,Total Classes,Attended Classes,Absent Classes,Late Classes,Attendance Rate,Risk Level,Status,Student Number
"8498","Antonio Jose Morales","College of Business & Accountancy","BSA2","FIRST_YEAR","20","17","1","0","85","LOW","ACTIVE","2025-08498"
"5415","Antonio Jose Navarro","College of Business & Accountancy","BSBA-MAN9","FOURTH_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-05415"
"11256","Antonio Jose Perez","College of Engineering","BSCE-TEC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11256"
"765","Antonio Jose Pena","College of Business & Accountancy","BSMA","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-00765"
"11202","Antonio Jose Romero","College of Engineering","BSCE-TEC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11202"
"11263","Antonio Jose Velazquez","College of Engineering","BSCE-TEC2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11263"
"1706","Antonio Jose Vargas","College of Computer Studies","ACT","SECOND_YEAR","20","15","2","3","75","MEDIUM","ACTIVE","2025-01706"
"7256","Antonio Jose Silva","College of Criminology & Administration","BSPA1","FOURTH_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-07256"
"10256","Antonio Jose Luna","College of Teacher Education","BSEd-ENG2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10256"
"4046","Antonio Jose Soto","College of Arts & Sciences","ABEng1","FIRST_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-04046"
"362","Antonio Jose Dela Cruz","College of Arts & Sciences","BSP","FIRST_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-00362"
"4627","Antonio Jose Valencia","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-04627"
"8394","Antonio Jose Vasquez","College of Business & Accountancy","BSAIS2","SECOND_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08394"
"3226","Antonio Jose Alvarado","College of Criminology & Administration","BSISM","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-03226"
"5792","Antonio Jose Flores","College of Computer Studies","BSCS1","THIRD_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-05792"
"10443","Antonio Jose Estrada","College of Teacher Education","BSEd-MAT2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10443"
"4532","Antonio Jose Herrera","College of Business & Accountancy","BSA1","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-04532"
"7993","Antonio Jose Mendoza","College of Arts & Sciences","ABEng2","THIRD_YEAR","20","15","4","1","75","MEDIUM","ACTIVE","2025-07993"
"10448","Antonio Jose Torres","College of Teacher Education","BSEd-MAT2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10448"
"9223","Antonio Jose Ramirez","College of Business & Accountancy","BSBA-HR2","THIRD_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-09223"
"5394","Antonio Jose Soto","College of Business & Accountancy","BSBA-HR1","FOURTH_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-05394"
"1946","Antonio Jose Ortiz","College of Computer Studies","BSIT","FIRST_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-01946"
"8498","Antonio Jose Morales","College of Business & Accountancy","BSA2","FIRST_YEAR","20","17","1","0","85","LOW","ACTIVE","2025-08498"
"636","Antonio Jose Torres","College of Business & Accountancy","BSA","SECOND_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-00636"
"7650","Antonio Jose Torres","International School of Hospitality & Tourism Management","BSHM1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07650"
"11023","Antonio Jose Ortiz","College of Criminology & Administration","BSISM2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11023"
"8394","Antonio Jose Vasquez","College of Business & Accountancy","BSAIS2","SECOND_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-08394"
"7325","Antonio Jose Romero","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","12","3","3","60","HIGH","ACTIVE","2025-07325"
"7642","Antonio Jose Estrada","International School of Hospitality & Tourism Management","BSHM1","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07642"
"9593","Antonio Jose Miranda","College of Computer Studies","ACT2","FOURTH_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-09593"
"3828","Antonio Jose Guzman","International School of Hospitality & Tourism Management","BSTM","FIRST_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-03828"
"10363","Antonio Jose Morales","College of Teacher Education","BSEd-FIL2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10363"
"3011","Antonio Jose Castro","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-03011"
"7313","Antonio Jose Ruiz","College of Engineering","BSCE-TEC1","SECOND_YEAR","20","15","0","2","75","MEDIUM","ACTIVE","2025-07313"
"284","Antonio Jose Padilla","College of Arts & Sciences","BSM","FIRST_YEAR","20","16","0","3","80","MEDIUM","ACTIVE","2025-00284"
"10288","Antonio Jose Pena","College of Teacher Education","BSEd-ENG2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10288"
"9156","Antonio Jose Figueroa","College of Business & Accountancy","BSBA-MAN13","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09156"
"6553","Antonio Jose Reyes","College of Teacher Education","BSEd-MAT1","SECOND_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-06553"
"1128","Antonio Jose Perez","College of Business & Accountancy","BSBA-MAN1","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01128"
"10955","Antonio Jose Romero","College of Criminology & Administration","BSC2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10955"
"5055","Antonio Jose Herrera","College of Business & Accountancy","BSBA-MAN6","FOURTH_YEAR","20","13","2","3","65","HIGH","ACTIVE","2025-05055"
"11017","Antonio Jose Rivera","College of Criminology & Administration","BSISM2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11017"
"5640","Antonio Jose Aguilar","College of Computer Studies","ACT1","FOURTH_YEAR","20","15","1","1","75","MEDIUM","ACTIVE","2025-05640"
"1204","Antonio Jose Soto","College of Business & Accountancy","BSBA-MAN2","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-01204"
"10227","Beatriz Castro","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10227"
"1446","Beatriz Ruiz","College of Business & Accountancy","BSBA-HR","FIRST_YEAR","20","13","0","3","65","HIGH","ACTIVE","2025-01446"
"2134","Beatriz Navarro","College of Teacher Education","BECEd","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02134"
"5603","Beatriz Vasquez","College of Computer Studies","ACT1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05603"
"1626","Beatriz Campos","College of Business & Accountancy","BSBA-BE","FIRST_YEAR","20","14","3","3","70","HIGH","ACTIVE","2025-01626"
"130","Beatriz Flores","College of Arts & Sciences","ABEng","SECOND_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-00130"
"9529","Beatriz Morales","College of Computer Studies","ACT2","FOURTH_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-09529"
"11650","Beatriz Soto","International School of Hospitality & Tourism Management","BSTM2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11650"
"3464","Beatriz Ortega","College of Engineering","BSCE-TEC","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-03464"
"3987","Beatriz Mendoza","College of Arts & Sciences","ABCom1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-03987"
"4633","Beatriz Mendoza","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-04633"
"2621","Beatriz Molina","College of Teacher Education","BSEd-MAT","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02621"
"4180","Beatriz Herrera","College of Arts & Sciences","BSM1","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-04180"
"7290","Beatriz Castillo","College of Criminology & Administration","BSPA1","FIRST_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-07290"
"9011","Beatriz Luna","College of Business & Accountancy","BSBA-MAN12","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-09011"
"4883","Beatriz Ruiz","College of Business & Accountancy","BSIA1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-04883"
"10197","Beatriz Ortega","College of Teacher Education","BSEd-MAN2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10197"
"1380","Beatriz Guzman","College of Business & Accountancy","BSBA-MAN3","FOURTH_YEAR","20","13","2","2","65","HIGH","ACTIVE","2025-01380"
"7500","Beatriz Jimenez","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07500"
"500","Beatriz Medina","College of Business & Accountancy","ABA","THIRD_YEAR","20","9","1","5","45","HIGH","ACTIVE","2025-00500"
"6387","Beatriz Ortiz","College of Teacher Education","BSEd-ENG1","THIRD_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-06387"
"1267","Beatriz Navarro","College of Business & Accountancy","BSBA-MAN2","SECOND_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-01267"
"2366","Beatriz Flores","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-02366"
"1709","Beatriz Ortiz","College of Computer Studies","ACT","FIRST_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-01709"
"6455","Beatriz Gonzalez","College of Teacher Education","BSEd-FIL1","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-06455"
"5591","Beatriz Cruz","College of Business & Accountancy","BSBA-BE1","SECOND_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-05591"
"9504","Beatriz Vega","College of Computer Studies","ACT2","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09504"
"10181","Beatriz Miranda","College of Teacher Education","BSEd-MAN2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10181"
"3091","Beatriz Ruiz","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-03091"
"1569","Beatriz Vargas","College of Business & Accountancy","BSBA-MAN4","SECOND_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-01569"
"485","Beatriz Ortiz","College of Business & Accountancy","ABA","THIRD_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-00485"
"8920","Beatriz Rojas","College of Business & Accountancy","BSBA-MAN11","SECOND_YEAR","20","14","3","3","70","HIGH","ACTIVE","2025-08920"
"10082","Beatriz Flores","College of Teacher Education","BEEd-EC2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10082"
"3322","Beatriz Figueroa","College of Criminology & Administration","BSPA","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-03322"
"10098","Beatriz Luna","College of Teacher Education","BEEd-EC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10098"
"3553","Beatriz Diaz","College of Engineering","BSELE-BRO","SECOND_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-03553"
"1986","Beatriz Rodriguez","College of Computer Studies","BSIT","SECOND_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-01986"
"8967","Beatriz Miranda","College of Business & Accountancy","BSBA-MAN11","SECOND_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-08967"
"6440","Beatriz Reyes","College of Teacher Education","BSEd-FIL1","FIRST_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-06440"
"29","Beatriz Diaz","College of Arts & Sciences","ABCom","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-00029"
"7445","Beatriz Bautista","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07445"
"11545","Beatriz Dela Cruz","International School of Hospitality & Tourism Management","BSHM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11545"
"11456","Beatriz Medina","College of Health Sciences","BSMedTech2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11456"
"6412","Beatriz Luna","College of Teacher Education","BSEd-FIL1","SECOND_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-06412"
"11527","Beatriz Vargas","International School of Hospitality & Tourism Management","BSHM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11527"
"6232","Beatriz Maldonado","College of Teacher Education","BSEd-MAN1","SECOND_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-06232"
"8139","Beatriz Castro","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-08139"
"893","Beatriz Reyes","College of Business & Accountancy","BSREM","FOURTH_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-00893"
"2089","Beatriz Valdez","College of Computer Studies","BSIS","THIRD_YEAR","20","18","0","0","90","NONE","ACTIVE","2025-02089"
"5138","Beatriz Martinez","College of Business & Accountancy","BSBA-MAN7","THIRD_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-05138"
"3244","Beatriz Diaz","College of Criminology & Administration","BSISM","FIRST_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-03244"
"5939","Beatriz Diaz","College of Computer Studies","BSIS1","SECOND_YEAR","20","15","0","4","75","MEDIUM","ACTIVE","2025-05939"
"7800","Beatriz Ortega","International School of Hospitality & Tourism Management","BSTM1","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-07800"
"4115","Beatriz Cruz","College of Arts & Sciences","BSM1","THIRD_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-04115"
"9428","Beatriz Estrada","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-09428"
"52","Beatriz Rojas","College of Arts & Sciences","ABCom","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-00052"
"7491","Beatriz Carrillo","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-07491"
"852","Beatriz Rojas","College of Business & Accountancy","BSREM","FOURTH_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-00852"
"3691","Beatriz Aguilar","College of Health Sciences","BSMedTech","THIRD_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-03691"
"5035","Beatriz Martinez","College of Business & Accountancy","BSBA-MAN6","FOURTH_YEAR","20","14","1","3","70","HIGH","ACTIVE","2025-05035"
"6284","Beatriz Salazar","College of Teacher Education","BSEd-MAN1","FOURTH_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-06284"
"9989","Beatriz Gomez","College of Teacher Education","BECEd2","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09989"
"4753","Beatriz Rojas","College of Business & Accountancy","BSREM1","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-04753"
"5167","Beatriz Ramos","College of Business & Accountancy","BSBA-MAN7","FOURTH_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-05167"
"5141","Beatriz Padilla","College of Business & Accountancy","BSBA-MAN7","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-05141"
"3169","Beatriz Padilla","College of Criminology & Administration","BSC","FIRST_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-03169"
"2196","Beatriz Reyes","College of Teacher Education","BECEd","THIRD_YEAR","20","11","1","5","55","HIGH","ACTIVE","2025-02196"
"8169","Beatriz Carrillo","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-08169"
"9440","Beatriz Jimenez","College of Business & Accountancy","BSBA-BE2","SECOND_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-09440"
"11347","Beatriz Moreno","College of Engineering","BSELE-BRO2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11347"
"2421","Beatriz Reyes","College of Teacher Education","BSEd-ENG","THIRD_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-02421"
"8920","Beatriz Rojas","College of Business & Accountancy","BSBA-MAN11","SECOND_YEAR","20","14","3","3","70","HIGH","ACTIVE","2025-08920"
"544","Beatriz Diaz","College of Business & Accountancy","BSAIS","FIRST_YEAR","20","16","0","0","80","MEDIUM","ACTIVE","2025-00544"
"773","Beatriz Medina","College of Business & Accountancy","BSMA","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-00773"
"2621","Beatriz Molina","College of Teacher Education","BSEd-MAT","THIRD_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02621"
"8139","Beatriz Castro","College of Arts & Sciences","BSP2","FOURTH_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-08139"
"11650","Beatriz Soto","International School of Hospitality & Tourism Management","BSTM2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11650"
"4115","Beatriz Cruz","College of Arts & Sciences","BSM1","THIRD_YEAR","20","14","1","5","70","HIGH","ACTIVE","2025-04115"
"6232","Beatriz Maldonado","College of Teacher Education","BSEd-MAN1","SECOND_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-06232"
"3571","Beatriz Vega","College of Engineering","BSELE-BRO","FOURTH_YEAR","20","16","0","2","80","MEDIUM","ACTIVE","2025-03571"
"10227","Beatriz Castro","College of Teacher Education","BSEd-ENG2","FOURTH_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10227"
"5909","Beatriz Galvan","College of Computer Studies","BSIS1","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-05909"
"3782","Beatriz Cruz","International School of Hospitality & Tourism Management","BSHM","SECOND_YEAR","20","16","2","2","80","MEDIUM","ACTIVE","2025-03782"
"10197","Beatriz Ortega","College of Teacher Education","BSEd-MAN2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10197"
"4914","Beatriz Rodriguez","College of Business & Accountancy","BSBA-MAN5","FIRST_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-04914"
"4753","Beatriz Rojas","College of Business & Accountancy","BSREM1","SECOND_YEAR","20","15","1","4","75","MEDIUM","ACTIVE","2025-04753"
"2938","Beatriz Santos","College of Teacher Education","BTVTEd-II","SECOND_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02938"
"7491","Beatriz Carrillo","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-07491"
"4633","Beatriz Mendoza","College of Business & Accountancy","BSMA1","SECOND_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-04633"
"10181","Beatriz Miranda","College of Teacher Education","BSEd-MAN2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10181"
"4005","Beatriz Morales","College of Arts & Sciences","ABEng1","FIRST_YEAR","20","15","1","3","75","MEDIUM","ACTIVE","2025-04005"
"9428","Beatriz Estrada","College of Business & Accountancy","BSBA-BE2","THIRD_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-09428"
"9440","Beatriz Jimenez","College of Business & Accountancy","BSBA-BE2","SECOND_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-09440"
"6455","Beatriz Gonzalez","College of Teacher Education","BSEd-FIL1","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-06455"
"7800","Beatriz Ortega","International School of Hospitality & Tourism Management","BSTM1","FIRST_YEAR","20","18","1","0","90","NONE","ACTIVE","2025-07800"
"343","Beatriz Rivera","College of Arts & Sciences","BSP","FIRST_YEAR","20","15","1","2","75","MEDIUM","ACTIVE","2025-00343"
"6412","Beatriz Luna","College of Teacher Education","BSEd-FIL1","SECOND_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-06412"
"3553","Beatriz Diaz","College of Engineering","BSELE-BRO","SECOND_YEAR","20","16","0","4","80","MEDIUM","ACTIVE","2025-03553"
"166","Beatriz Gomez","College of Arts & Sciences","ABEng","FOURTH_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-00166"
"3987","Beatriz Mendoza","College of Arts & Sciences","ABCom1","FOURTH_YEAR","20","19","0","0","95","NONE","ACTIVE","2025-03987"
"7427","Beatriz Castillo","College of Engineering","BSELE-BRO1","FIRST_YEAR","20","17","1","1","85","LOW","ACTIVE","2025-07427"
"2148","Beatriz Morales","College of Teacher Education","BECEd","SECOND_YEAR","20","19","1","0","95","NONE","ACTIVE","2025-02148"
"11527","Beatriz Vargas","International School of Hospitality & Tourism Management","BSHM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11527"
"3329","Beatriz Campos","College of Criminology & Administration","BSPA","SECOND_YEAR","20","13","4","1","65","HIGH","ACTIVE","2025-03329"
"8704","Beatriz Ramos","College of Business & Accountancy","BSIA2","FIRST_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-08704"
"10082","Beatriz Flores","College of Teacher Education","BEEd-EC2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10082"
"9305","Beatriz Flores","College of Business & Accountancy","BSBA-MAN14","FOURTH_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-09305"
"2281","Beatriz Dela Cruz","College of Teacher Education","BEEd-EC","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-02281"
"2927","Beatriz Miranda","College of Teacher Education","BTVTEd-II","FIRST_YEAR","20","13","3","1","65","HIGH","ACTIVE","2025-02927"
"5092","Beatriz Mejia","College of Business & Accountancy","BSBA-MAN6","FIRST_YEAR","20","14","1","4","70","HIGH","ACTIVE","2025-05092"
"3091","Beatriz Ruiz","College of Maritime Education & Training","BSMT","FIRST_YEAR","20","13","2","5","65","HIGH","ACTIVE","2025-03091"
"3322","Beatriz Figueroa","College of Criminology & Administration","BSPA","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-03322"
"5357","Beatriz Figueroa","College of Business & Accountancy","BSBA-HR1","THIRD_YEAR","20","13","2","2","65","HIGH","ACTIVE","2025-05357"
"6144","Beatriz Herrera","College of Teacher Education","BEEd-EC1","FIRST_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-06144"
"9395","Beatriz Bautista","College of Business & Accountancy","BSBA-MAN14","FOURTH_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09395"
"9259","Beatriz Vega","College of Business & Accountancy","BSBA-HR2","SECOND_YEAR","20","18","0","2","90","NONE","ACTIVE","2025-09259"
"3244","Beatriz Diaz","College of Criminology & Administration","BSISM","FIRST_YEAR","20","15","2","1","75","MEDIUM","ACTIVE","2025-03244"
"11456","Beatriz Medina","College of Health Sciences","BSMedTech2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11456"
"1531","Beatriz Miranda","College of Business & Accountancy","BSBA-MAN4","THIRD_YEAR","20","14","1","4","70","HIGH","ACTIVE","2025-01531"
"10098","Beatriz Luna","College of Teacher Education","BEEd-EC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-10098"
"4883","Beatriz Ruiz","College of Business & Accountancy","BSIA1","FOURTH_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-04883"
"1569","Beatriz Vargas","College of Business & Accountancy","BSBA-MAN4","SECOND_YEAR","20","17","0","3","85","LOW","ACTIVE","2025-01569"
"11545","Beatriz Dela Cruz","International School of Hospitality & Tourism Management","BSHM2","FIRST_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11545"
"2134","Beatriz Navarro","College of Teacher Education","BECEd","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02134"
"2554","Beatriz Diaz","College of Teacher Education","BSEd-FIL","SECOND_YEAR","20","17","3","0","85","LOW","ACTIVE","2025-02554"
"6125","Beatriz Padilla","College of Teacher Education","BEEd-EC1","THIRD_YEAR","20","15","2","2","75","MEDIUM","ACTIVE","2025-06125"
"7385","Beatriz Maldonado","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-07385"
"8306","Beatriz Dela Cruz","College of Business & Accountancy","BSAIS2","SECOND_YEAR","20","16","2","1","80","MEDIUM","ACTIVE","2025-08306"
"2050","Beatriz Santos","College of Computer Studies","BSIS","SECOND_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-02050"
"11347","Beatriz Moreno","College of Engineering","BSELE-BRO2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11347"
"7718","Beatriz Mejia","International School of Hospitality & Tourism Management","BSTM1","SECOND_YEAR","20","17","0","1","85","LOW","ACTIVE","2025-07718"
"2931","Beatriz Ortega","College of Teacher Education","BTVTEd-II","THIRD_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-02931"
"4719","Beatriz Vargas","College of Business & Accountancy","BSREM1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-04719"
"7394","Beatriz Martinez","College of Engineering","BSCE-TEC1","FOURTH_YEAR","20","17","2","0","85","LOW","ACTIVE","2025-07394"
"8314","Beatriz Vargas","College of Business & Accountancy","BSAIS2","FIRST_YEAR","20","16","3","1","80","MEDIUM","ACTIVE","2025-08314"
"7445","Beatriz Bautista","College of Engineering","BSELE-BRO1","SECOND_YEAR","20","18","0","1","90","NONE","ACTIVE","2025-07445"
"11277","Beatriz Vargas","College of Engineering","BSCE-TEC2","SECOND_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11277"
"4184","Beatriz Jimenez","College of Arts & Sciences","BSM1","FIRST_YEAR","20","16","1","3","80","MEDIUM","ACTIVE","2025-04184"
"5306","Beatriz Cruz","College of Business & Accountancy","BSBA-HR1","FIRST_YEAR","20","17","1","2","85","LOW","ACTIVE","2025-05306"
"11242","Beatriz Ramirez","College of Engineering","BSCE-TEC2","THIRD_YEAR","0","0","0","0","0","NONE","ACTIVE","2025-11242"
"7987","Beatriz Herrera","College of Arts & Sciences","ABEng2","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-07987"
"5591","Beatriz Cruz","College of Business & Accountancy","BSBA-BE1","SECOND_YEAR","20","18","1","1","90","NONE","ACTIVE","2025-05591"
"559","Beatriz Estrada","College of Business & Accountancy","BSAIS","SECOND_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-00559"
"9504","Beatriz Vega","College of Computer Studies","ACT2","SECOND_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-09504"
"1953","Beatriz Fernandez","College of Computer Studies","BSIT","FOURTH_YEAR","20","17","0","2","85","LOW","ACTIVE","2025-01953"
"5138","Beatriz Martinez","College of Business & Accountancy","BSBA-MAN7","THIRD_YEAR","20","17","2","1","85","LOW","ACTIVE","2025-05138"
"5603","Beatriz Vasquez","College of Computer Studies","ACT1","THIRD_YEAR","20","20","0","0","100","NONE","ACTIVE","2025-05603"
"2366","Beatriz Flores","College of Teacher Education","BSEd-MAN","THIRD_YEAR","20","16","1","2","80","MEDIUM","ACTIVE","2025-02366"
"3294","Beatriz Rivas","College of Criminology & Administration","BSISM","SECOND_YEAR","20","14","1","4","70","HIGH","ACTIVE","2025-03294"
"1446","Beatriz Ruiz","College of Business & Accountancy","BSBA-HR","FIRST_YEAR","20","13","0","3","65","HIGH","ACTIVE","2025-01446"
"9989","Beatriz Gomez","College of Teacher Education","BECEd2","FIRST_YEAR","20","19","0","1","95","NONE","ACTIVE","2025-09989"
